age,years_cdl,years_owner_op,fico_score,is_foreign_born,violations_3y,avg_weekly_miles,loads_per_month,freight_type,unique_brokers_6m,on_time_delivery_pct,avg_days_between_loads,gross_weekly_revenue,net_weekly_income,payment_to_income_ratio,avg_account_balance,prior_late_payments,region,contract_start_month,default_12m
40,15,9,597,0,0,3590,4,reefer,12,73.9,2.35,7757,1575,0.439,3002,1,southeast,10,0
48,24,23,594,0,0,2872,11,dry_van,6,97.0,6.44,5442,1690,0.409,246,1,south,10,1
44,21,17,694,0,1,2562,13,reefer,11,73.1,1.24,6213,1981,0.349,9963,0,midwest,5,0
34,11,0,667,1,0,3121,15,dry_van,6,93.9,2.94,6370,1482,0.467,272,0,midwest,8,0
61,37,35,465,1,0,2101,11,dry_van,7,81.9,3.64,4839,1393,0.497,710,2,midwest,7,0
38,16,14,629,0,1,3284,13,reefer,3,78.6,4.01,7618,1850,0.374,498,1,midwest,1,0
50,26,26,649,0,4,2261,15,dry_van,5,98.1,1.26,5263,1311,0.528,927,1,northeast,7,0
21,0,0,616,0,1,3576,12,dry_van,5,77.6,0.92,8142,2217,0.312,10224,2,midwest,5,0
55,33,31,651,0,1,2277,14,dry_van,2,69.0,4.81,5061,739,0.937,1181,0,west,8,0
57,33,33,513,1,0,2898,8,reefer,8,66.2,2.23,6966,1504,0.46,1032,0,midwest,9,0
42,15,0,442,0,2,1898,6,reefer,3,90.2,4.61,4403,962,0.719,3447,2,south,8,1
48,22,14,572,1,0,2504,10,reefer,6,77.6,9.41,5909,1003,0.69,616,2,south,1,0
48,27,24,660,0,0,2114,15,dry_van,6,83.5,1.68,4563,929,0.745,1876,0,midwest,10,1
36,14,10,414,0,0,1951,10,dry_van,3,89.7,6.22,4516,990,0.699,8503,0,northeast,1,0
47,16,4,581,0,1,3142,14,flatbed,6,51.4,2.11,8115,1605,0.431,3751,1,northeast,2,0
34,9,8,505,1,1,2048,8,dry_van,2,65.3,0.91,4143,1100,0.629,2508,2,south,4,1
36,9,8,623,0,0,2269,10,reefer,3,69.2,1.76,5784,1312,0.527,2399,2,midwest,2,1
53,30,23,777,1,0,2217,13,dry_van,7,81.9,6.03,4558,576,1.202,936,3,south,4,0
52,23,21,625,1,0,3113,10,dry_van,7,96.2,5.8,7600,1462,0.473,409,1,west,4,1
35,13,9,632,1,1,3058,10,reefer,5,76.9,2.97,7664,2496,0.277,3678,2,northeast,8,0
35,13,10,699,1,2,3172,3,dry_van,5,76.0,3.56,7702,1643,0.421,1626,1,midwest,10,0
36,9,7,641,1,0,2246,15,reefer,1,89.3,2.19,5383,1330,0.52,3736,1,southeast,11,0
49,27,26,625,1,0,3207,12,dry_van,1,72.2,7.87,7314,1584,0.437,10413,1,midwest,2,0
32,9,5,705,1,0,2242,9,dry_van,3,70.9,2.28,4804,1408,0.492,8449,1,midwest,6,0
46,24,24,673,1,3,2260,18,reefer,10,76.3,4.4,5157,1549,0.447,1780,3,midwest,1,0
49,27,17,660,1,2,2286,9,reefer,3,75.2,1.58,5809,1658,0.417,2244,2,southeast,8,0
41,14,13,630,0,0,2302,10,dry_van,4,81.9,2.69,4685,899,0.77,574,2,south,5,0
52,29,27,616,1,0,2559,9,dry_van,8,97.6,0.5,5201,759,0.912,837,0,northeast,2,0
39,15,11,704,1,0,2223,16,flatbed,6,86.6,2.11,4907,779,0.888,1096,2,midwest,3,0
40,16,14,616,0,1,2704,17,dry_van,6,58.0,3.36,6539,1996,0.347,2707,3,south,3,0
32,10,9,726,0,1,1426,17,dry_van,4,91.1,3.91,2960,489,1.416,1272,1,northeast,1,0
52,30,29,567,1,1,2703,17,dry_van,4,66.3,4.4,5591,922,0.75,2189,1,southeast,1,0
34,8,8,740,1,0,2110,10,reefer,6,85.4,3.15,4826,813,0.851,1260,1,south,8,0
45,21,21,673,0,1,2299,18,dry_van,3,84.5,3.44,4763,925,0.748,774,0,south,10,0
41,17,11,572,1,2,2310,11,dry_van,9,80.8,2.8,4642,1301,0.532,3479,1,midwest,4,0
31,10,8,676,1,0,3024,7,dry_van,4,95.8,5.17,5823,1724,0.401,2426,1,west,10,0
36,12,7,594,0,0,2827,11,dry_van,5,91.8,3.17,6423,1517,0.456,829,3,southeast,5,0
56,34,21,642,1,0,2526,13,dry_van,10,69.3,4.75,5113,816,0.848,2662,1,midwest,9,0
44,17,7,606,1,2,2278,10,dry_van,2,80.9,1.04,5348,1068,0.648,1045,3,west,3,0
32,10,9,631,1,2,2952,13,dry_van,2,66.0,3.56,6406,1594,0.434,4708,0,midwest,12,0
45,19,4,706,0,0,3408,14,dry_van,6,83.9,2.28,5915,988,0.7,9950,0,southeast,9,0
41,15,10,676,1,2,2587,13,dry_van,7,92.7,0.5,5877,1845,0.375,1026,0,northeast,11,0
70,43,27,561,1,1,1881,14,dry_van,4,68.7,0.63,4049,974,0.71,2412,1,southeast,7,0
45,16,7,565,1,1,2284,11,dry_van,10,66.1,0.84,4950,1282,0.54,3147,0,northeast,12,1
38,15,9,659,1,0,2852,9,reefer,4,86.8,2.3,7235,2495,0.277,1540,2,northeast,5,0
56,30,10,664,1,1,2401,7,reefer,5,69.4,1.71,5367,1259,0.549,709,1,southeast,4,0
24,0,0,593,1,2,2214,12,dry_van,4,85.7,4.26,5324,1292,0.536,1991,2,midwest,11,1
43,17,16,751,1,0,2194,10,dry_van,8,74.9,5.07,4551,1191,0.581,3654,1,south,11,0
62,40,26,697,1,0,2641,12,dry_van,3,83.6,2.94,6556,2136,0.324,343,1,southeast,3,0
41,19,10,596,0,2,1910,5,flatbed,5,74.6,5.98,4415,1176,0.588,1321,1,west,11,1
25,0,0,589,0,2,2584,7,flatbed,9,64.1,1.76,6055,1508,0.459,5482,1,midwest,6,1
38,14,13,624,1,0,2640,14,dry_van,8,71.1,3.32,5775,1142,0.606,5065,0,midwest,1,0
57,30,21,617,1,1,2398,6,flatbed,4,79.0,1.6,6292,1929,0.359,421,0,northeast,7,0
46,24,23,728,0,2,2131,11,dry_van,8,98.1,3.54,4548,724,0.956,325,1,midwest,7,0
34,11,7,709,0,0,3058,9,reefer,1,77.0,4.41,7431,2381,0.291,6004,2,midwest,12,0
35,11,11,642,1,0,2000,9,reefer,5,65.3,4.92,5172,1071,0.646,226,1,midwest,1,0
36,10,10,687,1,1,2678,12,dry_van,2,79.5,2.69,5609,1469,0.471,780,2,midwest,5,0
46,23,16,698,1,3,2927,12,reefer,5,83.6,1.45,6394,2002,0.346,4486,2,northeast,1,0
55,31,28,644,1,0,2672,14,dry_van,4,90.8,2.51,6487,1346,0.514,7422,4,midwest,9,0
53,29,26,668,1,1,3154,8,flatbed,7,69.5,3.21,8775,2459,0.281,567,1,southeast,2,0
47,24,23,682,1,0,2089,9,dry_van,3,91.9,1.69,4916,1059,0.653,2421,0,southeast,4,0
29,5,2,674,0,3,2244,16,dry_van,4,56.1,4.79,4276,832,0.832,6357,3,south,11,0
29,7,6,585,1,1,2392,11,dry_van,6,96.5,1.24,4731,1186,0.583,1188,2,southeast,1,0
47,23,10,593,1,1,4081,13,dry_van,5,68.0,4.79,9196,2801,0.247,1049,1,south,10,0
29,4,3,620,1,1,2829,10,dry_van,3,97.3,1.91,7096,1733,0.399,11426,1,northeast,6,0
40,15,11,591,0,2,2913,14,dry_van,6,75.6,1.12,7127,2443,0.283,1508,0,southeast,11,0
45,24,19,537,1,0,2894,3,dry_van,4,51.4,0.8,6127,973,0.711,140,2,northeast,5,1
31,10,7,687,0,1,2635,16,reefer,8,67.3,3.33,5890,1812,0.382,2100,2,southeast,9,0
32,7,7,664,0,0,3072,10,reefer,4,64.8,1.26,6716,1200,0.577,3291,3,midwest,12,0
41,18,12,546,1,0,1758,8,dry_van,6,88.7,2.5,3677,292,2.37,5863,1,southeast,10,0
47,25,25,623,1,3,2725,8,dry_van,8,98.3,1.85,7361,1346,0.514,3935,0,midwest,7,0
53,21,9,627,0,0,2793,11,dry_van,9,92.6,2.23,5427,854,0.81,2822,2,southeast,6,0
48,26,23,653,0,0,3058,12,dry_van,4,71.4,0.97,6579,1508,0.459,719,0,northeast,2,0
43,20,15,564,1,3,2080,12,dry_van,3,77.8,7.47,4142,913,0.758,9997,0,southeast,4,0
35,13,11,545,0,0,2113,8,dry_van,5,73.9,3.26,4661,1055,0.656,1562,2,west,7,1
31,5,4,676,1,1,2142,15,dry_van,8,73.8,1.64,3821,417,1.658,4458,0,south,11,0
37,10,3,533,1,0,2835,10,dry_van,4,93.0,1.41,5432,1507,0.459,4695,3,midwest,7,0
46,24,22,624,1,0,2841,10,flatbed,5,71.4,4.15,6683,2140,0.323,3521,1,southeast,8,0
45,22,19,617,0,0,2173,11,reefer,3,72.2,4.4,4687,1251,0.553,1191,3,west,8,0
21,0,0,631,0,0,3461,14,flatbed,4,79.1,0.94,8225,1668,0.415,8625,2,southeast,11,0
34,11,10,658,0,3,2729,12,reefer,5,95.3,1.23,6550,1675,0.413,2023,0,northeast,12,0
54,31,12,752,0,1,2656,10,dry_van,1,74.9,8.4,6445,1128,0.613,2481,1,midwest,9,0
43,21,18,528,1,0,2507,11,reefer,1,83.0,1.59,5896,1309,0.528,4417,2,southeast,8,0
28,2,1,701,0,0,3019,16,flatbed,7,61.8,2.28,7215,1970,0.351,1649,3,northeast,1,0
66,42,35,464,1,0,2775,16,flatbed,6,93.9,1.75,7342,2218,0.312,5789,3,southeast,7,0
42,18,6,738,0,2,3450,13,reefer,4,88.3,2.68,8968,2768,0.25,2638,1,south,7,0
46,24,23,497,1,1,2054,13,dry_van,6,69.5,0.92,3923,795,0.871,1191,1,south,9,0
46,18,17,811,1,0,1904,20,reefer,3,77.8,5.72,4252,961,0.72,3328,3,southeast,9,0
38,6,0,613,0,2,2267,14,dry_van,3,95.0,2.26,4540,1175,0.589,607,2,southeast,8,0
35,12,10,730,1,0,2849,13,dry_van,8,64.8,0.66,5952,1764,0.392,2181,1,west,9,0
63,39,33,716,1,1,2407,11,dry_van,3,93.2,2.38,5071,1064,0.65,1424,2,south,2,0
52,30,23,609,0,0,3172,13,dry_van,4,96.8,4.13,6902,1537,0.45,4039,1,west,2,0
50,24,24,615,0,0,2423,2,dry_van,7,86.7,1.21,5032,1497,0.462,4189,2,south,12,0
48,24,17,581,1,0,3087,16,flatbed,8,61.3,3.73,8210,2447,0.283,937,1,midwest,10,0
32,10,9,695,1,0,2226,8,reefer,2,80.5,5.39,5198,1335,0.519,747,3,south,12,0
55,31,27,610,0,0,3132,9,reefer,3,68.1,1.13,6515,1532,0.452,8324,1,northeast,6,0
34,10,7,583,1,1,3216,7,reefer,4,88.4,1.48,8065,1937,0.357,11094,3,west,10,0
45,24,18,678,1,0,2346,9,dry_van,1,96.4,1.81,4633,764,0.906,31679,1,south,10,0
26,0,0,577,0,2,2820,11,reefer,9,65.3,7.53,6502,1563,0.443,1180,1,southeast,1,1
22,0,0,617,0,0,2720,15,reefer,5,64.6,3.78,6942,2001,0.346,958,0,south,7,0
45,22,18,647,1,0,2833,17,dry_van,3,67.9,1.92,6303,1080,0.641,586,3,west,6,0
34,12,2,595,0,1,3178,19,dry_van,5,84.1,3.87,6480,1842,0.376,1483,1,southeast,8,0
22,0,0,606,1,0,3038,12,reefer,6,88.9,3.05,7989,2254,0.307,341,1,midwest,10,0
47,25,21,747,0,2,2831,11,reefer,3,79.6,1.04,7405,1758,0.394,1115,0,midwest,7,0
63,40,39,626,0,0,2898,15,dry_van,8,75.7,5.59,5460,1113,0.622,2041,0,southeast,7,0
56,32,32,615,1,0,2029,9,reefer,2,85.7,4.71,3691,581,1.191,290,2,south,7,0
39,12,10,628,1,0,2582,9,reefer,5,89.6,3.52,6173,1770,0.391,2077,0,midwest,2,0
42,21,17,672,0,0,2104,11,flatbed,6,92.5,1.45,5283,779,0.888,5906,0,midwest,4,0
51,29,18,568,0,2,2592,12,reefer,4,59.3,6.55,6658,1847,0.375,2690,2,northeast,1,0
53,31,28,670,0,1,3103,5,dry_van,6,91.1,4.17,7544,1746,0.396,4360,1,west,4,0
39,9,9,658,1,0,2597,16,reefer,7,62.4,6.48,7040,1930,0.359,743,0,midwest,5,0
42,20,20,515,1,1,1472,13,flatbed,5,94.9,2.22,4345,1072,0.646,320,1,southeast,11,0
45,23,22,766,1,0,2129,15,dry_van,6,87.2,12.84,4116,962,0.72,5973,2,west,3,0
48,25,23,742,1,0,2861,7,reefer,5,66.2,2.62,7703,2353,0.294,2527,1,northeast,5,0
41,19,16,584,1,1,2357,10,dry_van,6,68.2,2.81,4281,1092,0.633,1512,0,west,1,0
41,18,18,561,1,1,2953,9,dry_van,4,98.2,9.46,4804,886,0.781,1737,1,southeast,3,0
56,22,18,656,0,1,2057,11,reefer,5,76.5,9.87,4406,565,1.225,563,2,southeast,8,1
54,33,19,540,1,0,2772,12,dry_van,4,69.0,4.81,6006,1318,0.525,2557,1,west,12,0
47,26,20,735,0,2,2794,15,dry_van,4,87.8,2.43,6232,1233,0.561,2471,0,midwest,9,0
59,38,36,607,1,0,2955,12,reefer,4,80.5,4.39,6843,1834,0.377,2420,2,southeast,7,0
38,14,12,754,1,1,2305,9,dry_van,4,81.1,2.26,4909,1223,0.566,1101,2,south,10,0
58,31,29,582,1,3,2951,20,flatbed,4,70.6,1.31,7619,2420,0.286,2840,1,south,12,0
47,24,21,632,0,1,3278,11,dry_van,3,82.7,2.66,7029,1664,0.416,2558,0,midwest,6,0
70,45,40,729,0,0,1577,9,reefer,2,87.5,5.57,3435,785,0.881,2478,1,west,5,0
30,8,6,617,1,0,2623,5,dry_van,4,72.6,3.16,5705,1700,0.407,1715,1,midwest,12,0
35,12,0,659,0,0,1787,12,reefer,4,62.9,0.71,4817,776,0.891,1650,2,southeast,1,0
46,19,15,716,1,0,2213,14,flatbed,5,52.1,3.62,5559,996,0.695,1334,0,south,11,0
46,22,22,601,1,1,2250,8,reefer,6,54.4,0.5,4793,842,0.822,2000,1,south,10,0
62,32,32,552,0,0,2570,14,reefer,6,61.3,4.2,7063,2129,0.325,359,2,west,9,0
35,10,9,538,1,0,2770,12,dry_van,7,98.2,1.51,5997,1496,0.462,1868,1,south,4,0
51,26,25,681,0,1,3007,6,flatbed,6,89.8,5.23,7513,2454,0.282,1430,0,midwest,2,0
54,29,29,667,0,1,2719,14,dry_van,8,91.6,3.5,6716,1576,0.439,10692,0,midwest,1,0
49,24,23,714,0,1,2903,11,dry_van,5,79.7,6.84,5765,1318,0.525,547,4,south,10,0
32,6,5,621,1,1,2115,8,dry_van,5,84.7,1.63,4676,662,1.045,428,0,west,12,0
56,34,34,540,1,1,3075,15,reefer,3,55.9,2.29,6309,1268,0.546,860,0,northeast,3,1
54,32,31,475,0,0,1117,15,flatbed,3,92.5,0.5,2683,336,2.06,2409,1,northeast,4,1
48,23,19,841,1,3,3287,8,reefer,4,90.3,3.57,6924,2281,0.303,1373,3,midwest,3,0
44,16,10,677,1,0,3206,13,reefer,4,85.2,2.76,7583,2047,0.338,267,0,southeast,7,0
44,21,20,650,0,2,2938,13,reefer,7,81.2,0.5,7356,1690,0.409,427,1,midwest,10,0
41,19,15,660,0,0,3603,12,flatbed,3,90.4,2.94,9055,2738,0.253,6158,2,south,7,0
48,27,23,540,1,2,1788,10,reefer,8,97.5,1.03,4486,510,1.356,15721,0,midwest,9,0
42,21,20,584,0,0,2951,11,dry_van,5,74.2,2.45,6341,1463,0.473,3293,2,midwest,8,0
34,10,1,762,1,0,2661,15,flatbed,3,96.2,8.29,6243,1062,0.652,1502,0,midwest,4,0
32,10,5,686,0,0,2710,13,flatbed,5,91.3,3.54,7424,1463,0.473,2280,0,midwest,6,0
34,6,5,587,0,1,2076,5,reefer,2,95.6,2.46,5252,1144,0.605,769,0,northeast,4,0
44,23,16,554,1,0,2778,4,reefer,3,73.3,1.03,7041,1336,0.518,7508,2,south,1,0
42,19,12,604,1,0,2757,6,flatbed,3,83.1,1.96,6687,1700,0.407,10162,0,south,5,0
44,19,18,618,1,0,2290,7,reefer,2,65.2,2.75,4762,747,0.927,803,0,south,8,0
47,25,25,783,1,1,2569,9,dry_van,3,74.9,2.04,5541,1242,0.557,3074,2,west,11,0
36,13,9,627,0,1,2008,10,flatbed,6,76.6,1.7,5495,950,0.728,1094,1,south,4,0
57,24,8,557,1,0,2422,12,reefer,11,75.1,5.79,5597,1100,0.629,3366,3,midwest,1,0
39,18,11,636,0,2,3032,12,reefer,4,75.5,2.5,6873,1931,0.358,1283,1,west,4,0
38,14,5,659,1,1,3041,12,dry_van,5,79.8,2.57,6736,1926,0.359,790,2,west,8,0
47,25,13,550,1,2,2946,16,dry_van,2,63.9,5.49,5323,945,0.732,2337,2,west,12,0
24,2,2,668,0,1,3032,6,dry_van,4,89.7,1.7,5351,782,0.885,395,0,midwest,4,0
34,5,3,725,0,0,3038,13,dry_van,1,85.2,3.32,6978,1928,0.359,1751,1,midwest,1,0
52,28,26,650,1,0,2310,13,dry_van,8,79.4,3.45,5033,783,0.884,1385,0,northeast,1,0
25,3,0,584,1,1,2753,8,reefer,7,98.6,3.41,6836,1657,0.418,3572,1,midwest,9,1
53,30,28,603,1,2,3089,14,dry_van,5,66.8,3.33,6715,1248,0.555,2272,0,northeast,3,0
57,32,32,524,0,0,1979,13,dry_van,2,74.9,3.2,3679,317,2.185,1864,2,west,11,0
38,15,14,631,0,1,1977,12,dry_van,6,76.6,10.46,3962,488,1.417,4828,2,midwest,6,0
45,22,21,662,0,1,1952,4,reefer,4,87.1,4.67,4551,1202,0.576,4298,2,south,9,0
53,30,22,577,0,0,1797,15,reefer,4,94.3,0.5,4493,884,0.783,4601,0,northeast,1,0
37,15,13,776,0,0,2127,13,dry_van,4,80.9,2.17,4363,523,1.323,575,2,south,8,0
51,30,28,695,0,0,2364,13,dry_van,3,74.6,1.52,5300,1116,0.62,3773,1,southeast,4,0
35,7,4,515,0,1,3281,2,dry_van,5,92.1,2.95,6521,2073,0.334,9796,2,southeast,6,0
37,16,11,516,1,0,2403,10,reefer,9,46.2,4.88,6480,1491,0.464,293,0,west,12,1
34,10,2,571,1,2,1918,7,reefer,4,89.4,3.06,4653,608,1.137,458,1,midwest,1,0
45,24,22,750,0,1,2675,17,reefer,6,60.2,0.82,6626,1699,0.407,13505,2,southeast,7,0
54,33,23,702,0,3,2515,8,flatbed,11,84.0,4.9,6660,1278,0.542,2865,1,west,2,0
40,17,15,754,0,1,2248,17,reefer,5,92.6,1.2,4266,1156,0.599,919,2,northeast,2,0
29,7,5,641,1,2,2335,15,dry_van,6,63.0,4.23,5189,1031,0.671,462,2,south,6,1
31,4,2,625,0,3,3080,13,dry_van,4,69.9,0.59,6555,1107,0.625,880,1,southeast,9,1
46,24,24,553,1,1,1966,16,dry_van,9,77.8,8.2,4099,1001,0.691,186,2,midwest,2,0
60,33,26,664,1,1,1850,9,dry_van,4,72.7,2.62,4109,732,0.946,2592,1,southeast,10,0
46,20,17,626,1,1,2810,9,dry_van,2,95.8,1.74,5772,1749,0.396,4849,1,southeast,5,0
38,8,8,624,0,1,2324,15,dry_van,4,90.6,0.88,5598,1373,0.504,8176,1,northeast,6,0
50,26,11,753,1,2,3298,9,dry_van,7,86.4,3.58,8272,1938,0.357,239,2,northeast,3,0
40,12,9,631,0,2,2531,7,dry_van,4,77.0,3.24,5520,924,0.749,3345,1,midwest,8,0
38,16,14,733,0,0,2555,11,flatbed,3,81.0,0.5,6906,1333,0.519,1965,0,midwest,11,0
32,6,5,529,1,0,2954,9,dry_van,6,66.4,3.21,6136,1193,0.58,4113,0,south,6,0
56,34,29,828,1,0,1848,19,dry_van,7,78.0,2.38,3556,332,2.086,126,1,west,11,0
21,0,0,614,0,1,2752,15,dry_van,3,81.8,3.42,6131,1523,0.454,1747,0,south,3,0
50,25,22,690,0,0,2435,10,reefer,4,91.9,8.01,5309,921,0.751,545,0,west,2,0
37,14,10,701,0,1,3062,8,flatbed,3,94.5,6.74,7380,1579,0.438,548,1,midwest,11,0
38,14,12,605,1,3,2309,13,dry_van,5,92.8,2.57,4952,988,0.7,13243,1,southeast,8,0
59,35,34,697,0,0,2680,16,flatbed,8,82.2,1.04,6767,2265,0.305,11280,2,west,1,0
35,13,9,701,0,3,2438,13,flatbed,2,61.3,1.31,6190,1747,0.396,2237,3,northeast,11,0
35,11,4,590,1,1,2786,9,reefer,10,99.0,3.69,7294,1918,0.361,196,0,south,11,0
41,11,8,591,0,2,2487,7,reefer,1,95.2,0.55,6458,1398,0.495,859,3,west,11,0
46,22,20,643,1,0,2718,11,dry_van,6,75.4,2.13,6369,2028,0.341,13354,2,midwest,11,0
38,17,15,632,0,0,3389,13,dry_van,1,57.5,1.99,7409,2142,0.323,1454,1,south,11,0
26,0,0,738,1,0,2471,10,reefer,5,78.2,1.45,5300,1332,0.52,504,0,southeast,1,1
33,11,0,689,1,0,2781,16,flatbed,4,43.0,1.89,6911,2194,0.315,2105,2,south,12,0
55,30,30,635,1,0,3629,14,reefer,4,91.9,1.0,8241,2332,0.297,1635,2,southeast,8,0
43,22,20,682,1,0,2775,13,dry_van,5,60.3,4.48,6034,1199,0.577,543,0,south,8,0
47,25,23,497,1,2,1505,14,dry_van,2,70.8,4.43,3572,253,2.738,881,2,west,11,0
39,18,15,597,1,0,2300,7,dry_van,8,75.8,8.34,5102,835,0.829,396,1,southeast,10,1
35,12,10,660,1,1,2058,10,flatbed,4,84.2,3.8,5187,833,0.831,26505,3,midwest,7,0
59,36,33,718,1,0,3015,8,dry_van,3,67.2,0.67,6907,1922,0.36,724,0,south,7,0
40,17,13,654,1,2,2558,13,dry_van,6,74.3,4.72,5462,959,0.722,1033,2,midwest,10,0
38,12,6,742,1,1,3079,8,reefer,5,63.0,3.98,7282,1697,0.408,1237,1,midwest,10,0
53,31,22,701,0,0,2875,12,dry_van,6,91.9,7.09,6584,1844,0.375,3917,0,southeast,7,0
35,13,0,606,1,0,2873,11,dry_van,4,84.2,2.21,6438,1713,0.404,211,2,northeast,1,0
36,15,13,630,0,1,2050,14,dry_van,6,79.7,2.95,4136,553,1.251,1660,0,northeast,1,0
42,19,19,669,1,2,2827,8,dry_van,5,81.6,4.16,5272,1436,0.482,2101,1,south,2,0
42,17,14,609,1,0,3215,14,dry_van,13,90.6,2.85,7023,1532,0.452,2931,2,northeast,3,0
45,17,12,747,0,1,1949,8,dry_van,5,88.6,5.51,4057,716,0.966,2143,3,southeast,8,0
63,42,40,562,0,2,2457,9,dry_van,2,81.5,2.2,5065,1383,0.5,569,2,west,10,1
45,24,24,662,0,0,2759,12,reefer,4,70.0,2.92,6331,1648,0.42,1606,0,southeast,3,0
21,0,0,691,1,1,2644,16,reefer,5,86.4,1.51,6286,1401,0.494,3256,0,midwest,4,0
45,17,16,618,1,0,3246,9,reefer,3,79.2,1.05,7815,2054,0.337,1928,3,midwest,12,0
42,20,17,602,1,1,2928,6,reefer,4,98.1,2.67,6702,2259,0.306,1651,0,west,10,0
42,18,17,635,1,0,2783,9,reefer,7,75.5,0.7,6218,1181,0.586,8690,2,southeast,2,0
44,22,18,697,0,1,2968,11,dry_van,4,87.1,2.98,5358,999,0.692,4434,0,midwest,3,0
42,18,15,605,1,0,2944,19,dry_van,4,89.5,0.5,6348,1784,0.388,872,3,south,10,1
41,20,6,565,1,1,2618,13,reefer,3,79.4,4.45,6668,1580,0.438,1297,1,midwest,6,0
48,25,21,721,1,0,2440,9,dry_van,5,72.1,2.58,5310,1047,0.661,2810,1,midwest,12,0
37,16,9,668,1,1,3046,12,dry_van,1,98.3,2.14,5673,1595,0.434,534,0,midwest,2,0
33,4,0,711,1,2,2266,17,dry_van,4,80.9,1.85,4482,842,0.822,1813,2,midwest,9,0
70,45,40,693,1,0,2567,11,flatbed,8,56.5,4.82,6004,1829,0.378,2862,1,west,2,0
35,14,11,793,0,0,2079,11,flatbed,4,95.4,3.75,4924,933,0.741,559,0,southeast,11,0
43,16,2,718,0,1,2929,11,dry_van,9,96.0,1.87,5863,1028,0.673,4511,0,midwest,8,0
27,6,0,589,1,2,3155,14,dry_van,7,76.7,8.45,6366,2019,0.343,4497,2,west,6,0
43,21,17,673,1,0,2179,10,dry_van,5,61.3,10.52,5679,901,0.768,193,1,northeast,7,0
33,4,0,601,0,2,2531,15,dry_van,5,97.9,5.79,5156,1428,0.484,3067,2,south,12,1
38,15,6,608,1,1,2384,16,dry_van,7,93.1,3.64,4184,800,0.865,9486,0,south,8,0
52,26,25,541,0,1,3084,14,dry_van,10,75.5,2.23,7248,2119,0.327,1806,2,northeast,4,1
47,26,21,620,0,0,3238,11,reefer,5,70.3,0.67,7843,2586,0.268,433,3,midwest,7,0
48,26,18,678,1,1,2384,7,flatbed,4,87.3,1.79,6480,1751,0.395,3531,1,midwest,12,0
24,0,0,635,0,0,1209,11,dry_van,3,69.8,0.81,2578,244,2.831,1004,0,west,10,0
60,39,30,563,1,0,3119,10,dry_van,8,76.2,3.1,7534,1396,0.496,3319,1,west,12,0
30,8,0,533,1,1,2620,9,reefer,9,61.1,3.18,6370,1496,0.463,3783,1,midwest,9,1
57,36,32,788,0,1,2622,11,dry_van,3,96.8,1.89,6137,1705,0.406,494,0,south,11,0
52,15,14,663,1,1,3034,14,dry_van,6,80.3,4.89,7080,2326,0.298,2329,2,west,3,0
48,24,20,582,1,0,2436,10,dry_van,3,96.2,1.38,5053,905,0.764,607,0,midwest,7,1
33,11,9,672,0,4,2316,7,reefer,8,65.4,1.42,5647,880,0.787,443,1,south,8,0
44,19,14,793,0,1,2440,9,dry_van,5,74.0,1.61,5813,1825,0.379,4138,1,south,11,0
37,15,8,683,1,1,2820,18,dry_van,5,72.2,0.71,6340,1049,0.66,2018,0,northeast,2,0
42,21,0,445,0,0,2996,14,reefer,4,83.3,2.51,7795,2684,0.258,109,1,northeast,4,1
40,13,12,826,1,1,3335,9,dry_van,3,86.4,0.5,8784,2518,0.275,3695,0,midwest,8,0
22,0,0,511,0,0,2782,17,flatbed,3,73.5,5.69,6819,1434,0.483,496,2,south,8,1
53,28,23,626,1,1,2535,11,dry_van,9,94.4,0.87,5285,747,0.926,1831,0,southeast,4,0
41,19,9,561,1,1,2999,20,dry_van,6,81.7,1.64,5515,1653,0.419,1144,2,west,10,1
37,12,7,588,0,0,2163,13,dry_van,4,73.0,7.27,4193,525,1.317,5195,0,midwest,2,1
36,14,8,660,1,2,3239,14,flatbed,1,65.7,0.5,7795,2280,0.304,3185,1,midwest,9,0
46,23,21,495,0,0,2695,15,dry_van,8,75.2,1.24,5978,1041,0.665,2400,3,northeast,7,1
33,4,0,634,1,0,2497,17,dry_van,3,91.6,4.0,5248,734,0.943,3376,1,south,8,0
21,0,0,720,0,1,2164,10,dry_van,7,74.6,3.22,4404,891,0.777,1596,0,midwest,8,0
46,23,21,581,1,1,2882,17,flatbed,9,80.3,1.7,7237,1358,0.51,4650,2,midwest,6,0
47,24,18,543,1,0,2474,10,flatbed,5,66.5,4.51,6021,1441,0.48,2478,1,southeast,12,0
40,16,11,630,1,1,2558,11,reefer,7,84.3,2.41,5986,1575,0.439,5129,2,west,7,0
31,5,0,616,1,0,1848,12,dry_van,8,62.9,0.69,3427,568,1.218,8800,1,southeast,1,1
43,18,15,598,0,1,2404,15,dry_van,6,57.1,7.02,5826,1712,0.404,6003,0,south,12,0
27,5,5,557,0,0,2344,11,dry_van,1,93.4,0.67,4922,922,0.75,1943,0,midwest,8,1
32,11,10,676,0,1,2788,18,dry_van,5,94.1,3.2,5659,1394,0.496,10397,3,south,4,0
34,11,0,682,1,1,2480,17,flatbed,4,71.0,1.26,6197,1491,0.464,835,0,south,9,0
50,29,26,565,1,0,1408,12,reefer,4,67.7,2.27,3130,137,5.0,1688,2,northeast,3,0
38,17,2,575,1,0,2413,9,dry_van,5,81.0,2.45,5724,1263,0.548,3242,1,southeast,7,1
